identifier	lemma	context	indices_target_token
1970-2015_skjerm_338	skjerm	In this sentence "En selger i England kan på sin skjerm bestille produkter med alle varianter av skinntype og stoff og farge. Ordren behandles omgående i produsentens edbsystem, og representanten i England vil umiddelbart få beskjed om når produktet kan leveres.", "skjerm" means in one word :	292:293
1970-2015_skjerm_284	skjerm	In this sentence "Det må tas hensyn til strømbegrensende virkning av impedanser i kretsen og vernets strømbegrensning (Joule-integralet). Tabell 54 D. Faktor k når kabelkappe, skjerm eller -armering er brukt som beskyttelsesleder Tabell 54 E. Faktor k for separat uisolert leder når det ikke er fare for skade på naerliggende materiale pga. de angitte temperaturer Veiledning: Antatt starttemperatur er 30 °C *) De angitte temperaturer er bare tillatt når de ikke forårsaker svekking av koblingene. k = faktor avhengig av materialet i beskyttelseslederen, iso- lasjonen og andre deler samt av start- og sluttemperatu- rene.", "skjerm" means in one word :	653:654
1929-1965_skjerm_124	skjerm	In this sentence "Den er av passe intime dimensjoner og midt på står malaren Tidemands byste på en sokkel under en skjerm dannet av kronen på en fyldig blodbak.", "skjerm" means in one word :	190:191
1970-2015_skjerm_125	skjerm	In this sentence "«Utgiveradresse» $k Telefonnummer (R) Delfeltet benyttes til ett eller flere telefonnummer knyttet til en adresse. $1 Telefaksnummer (R) Delfeltet benyttes til ett eller flere telefaksnummer knyttet til en adresse. $m E-post adresse (R) Delfeltet benyttes til en eller flere e-post adresser knyttet til en adresse. $p Kontaktperson (R) Delfeltet benyttes for navn på en eller flere kontaktpersoner knyttet til en adresse $z Note Delfeltet benyttes til forklarende note beregnet for visning på skjerm Juni 1999 270 Eksempel: 270 00 $aStatens helsetilsyn, Postboks 8128 Dep.sbOsloseN-0032 270 00 $aUniversitetet i Oslo, Det teologiske fakultet, Postboks 1023 BlindernsbOsloseN-03155k47 22 85 03 005147 22 85 03 01$mekspedisjonen@ teologi.uio.no 270 00 $aNorsk elektroteknisk forlag, Postboks 6282 St. Olavs plasssbOsloseN-01305k47 22 11 31 00$pTor Bergersen Juni 1999 3XX 3XX", "skjerm" means in one word :	921:922
1929-1965_skjerm_53	skjerm	In this sentence "Den både smaker og lukter sterkt, og frukten blir derfor Fig. 16. Karveplante. a skjerm.", "skjerm" means in one word :	136:137
1929-1965_skjerm_98	skjerm	In this sentence "Blom- stene i skjerm (sj. enslige). al. Bladene rynkete, korthårete.", "skjerm" means in one word :	116:117
1929-1965_skjerm_133	skjerm	In this sentence "Hvor bygningsrådet efterat brandstyrets erklaering er innhentet finner det påkrevet, skal garasjer som er bestemt til å opta et større antall automobiler, avdeles ved ildfaste skjermer eller skillevegger. § 106.", "skjerm" means in one word :	259:260
1929-1965_skjerm_17	skjerm	In this sentence "Blomstene lyserøde el. brunlige, i en hodeliknende skjerm.", "skjerm" means in one word :	106:107
1970-2015_skjerm_568	skjerm	In this sentence "Dem innendørs i rom som vender ut mot vegen, sammenlignet med situasjonen før skjermen ble oppført? UTENDØRS ERFARINGER MED STØYSKJERMEN MYE MINDRE FORSTYRRENDE NÅ. 1 \\KODE KOL NOE MINDRE FORSTYRRENDE NÅ. 2 OMTRENT DET SAMME. 3 16. Hvor forstyrrende er trafikkstøyen nå, når", "skjerm" means in one word :	322:323
1929-1965_skjerm_4	skjerm	In this sentence "Til disse knot* ter fester vi linser, lys og skjerm.", "skjerm" means in one word :	100:101
1970-2015_skjerm_124	skjerm	In this sentence "De fikk fram raske resultater, og de bestemte selv hva Registreringsarbeidet førte til et naturlig prosjekttiltaket i 1988, har det fått økonomisk samarbeid med ulike forskningsinstitusjoner for som skulle komme fram på skjermen når de stilte støtte av Kirke-, utdannings- og forskningsdeparte- at vi kunne utarbeide kildetro registrerings- spørsmål til kildene.", "skjerm" means in one word :	410:411
1970-2015_skjerm_396	skjerm	In this sentence "Man er ikke helt fornøyd med skjermen i Sverige og det arbeides med å komme fram til en skjerm som gir bedre avskjerming.", "skjerm" means in one word :	169:170
1970-2015_skjerm_205	skjerm	In this sentence "I presentasjonen på skjermen skal det helst angis med et klart begrep hvor man kan "klikke" for å fa opp selve dokumentet.", "skjerm" means in one word :	170:171
1970-2015_skjerm_254	skjerm	In this sentence "På arbeidsplassen er det brukt en «switchboks», dvs. en egen boks med bryter som gjør at man kan koble seg fra den ene PCen til den andre, slik at flere PCer kan benytte felles tastatur, mus og skjerm.", "skjerm" means in one word :	249:250
1929-1965_skjerm_57	skjerm	In this sentence "Stiller vi en skjerm i en viss av- stand bak linsen, viser det sig en liten lysende flekk på skjermen. Dersom denne flekken faller på et stykke papir, begynner det å brenne. 1 Solstrålene blir altså brutt i linsen slik at de samler sig i ett punkt (fig. 19).", "skjerm" means in one word :	306:307
1929-1965_skjerm_94	skjerm	In this sentence "Skjermen nesten kulerund.", "skjerm" means in one word :	73:74
1929-1965_skjerm_8	skjerm	In this sentence "Det greier sig. Han setter dragkjerren fra sig ved gårdsveien; en del and* pusten gjør han en rund og ivrig armbevegelse op mot luens skjerm og fortsetter sin vandring alene. — Samme aften opsøker han sin forhenvaerende kollega, overlaerer Knudsen.", "skjerm" means in one word :	296:297
1970-2015_skjerm_335	skjerm	In this sentence "Om bord kan navigatør og skipsfører fortløpende observere skipets bevegelser i forhold til omgivelsene på en elektronisk skjerm.", "skjerm" means in one word :	176:177
1929-1965_skjerm_90	skjerm	In this sentence "Blomstene gulgrønne, i kopp, d. e. en enslig hunnblomst, bestående av en stilket støweg, omgitt av flere hannblomster, hver bestående av 1 støvbaerer, det hele omgitt av et sambladet svøp, koppdekket. Koppene samlet i sammensatt skjerm med dekkblad. — Giftige urter med melkesaft. al. Bladene omvendt eggf ormete (sjelden ovale). 1. E. cyparissias.", "skjerm" means in one word :	396:397
1970-2015_skjerm_161	skjerm	In this sentence "Dersom kapitalavkastinga permanent blir verande høgare enn i utlandet, vil sektoren ekspandera til den har slukt all tilgjengeleg arbeidskraft. Ingen av desse situasjonane kan oppretthaldast på lang sikt. Tvert imot så må lønningar og prisar til slutt innretta seg slik at kapitalen får same avkasting både i skjerma og i konkurranseutsett sektor som den får i utlandet.", "skjerm" means in one word :	418:419
1929-1965_skjerm_117	skjerm	In this sentence "Har jeg virkelig funnet denne formel, så har jeg også rett, tenkte han, da har jeg ham. Han drev frem og tilbake på gul vet. Det var så stille i den store bygning for tiden, og den rolig skinnende grønne skjerm over skrivebordet gjorde det enda stillere.", "skjerm" means in one word :	302:303
1970-2015_skjerm_296	skjerm	In this sentence "Dersom bruk av formelen ikke gir et normert tverrsnitt som resultat, skal det velges det naermeste høyere normerte tverrsnitt. Tabell 2.9 Faktor k for isolerte beskyttelsesledere som ikke inngår i en kabel, og for uisolerte beskyttelsesledere i kontakt med kabelkappe. Veiledning: Antatt starttemperatur er 30 °C. Tabell 2.10 Faktor k når beskyttelsesleder er leder i en flerlederkabel. §52 Tabell 2.11 Faktor k når kabelkappe, skjerm eller -armering er brukt som beskyttelsesleder. Tabell 2.12 Faktor k for separat uisolert leder når det ikke er fare for skade på naerliggende materiale pga. de angitte temperaturer. Veiledning: Antatt starttemperatur er 30 °C. *) De angitte temperaturer er bare tillatt når de ikke forårsaker svekking av koblingene.", "skjerm" means in one word :	800:801
1980-1990_sky_72	sky	In this sentence "Den som blir årsaken til Jims fall er banditten Brown. Da man ser denne veldige kjeltring og tyveknekt tone op i landskapet med sitt stjålne fartøi og sin gjeng av forsultne gudsforgående knekter er det som der går en mektig sky for solen og som om jorden visnet ned i den virkelige dødens skygge. Da forstår man at nu er der intet utenom mere!", "sky" means in one word :	389:390
2012-2019_sky_4546	sky	In this sentence "Drøm deg bort, men vit hva du vil! Det hjelper ikke å eie ei fantastisk hytte hvis økonomiske bekymringer henger over gresstaket som ei tung sky. NTB Scanpix/Shutterstock Fritidsboliger er først og fremst en investering i livskvalitet.", "sky" means in one word :	280:281
1980-1990_sky_112	sky	In this sentence "Nettopp dette, at også han satt der så taus - han, der i alt annet hadde et godmodig ord tilsist - det gjorde luften trykkende tung som før tordenvaer, syntes hun - når skyene bunker seg, og andedrettet besvaeres.", "sky" means in one word :	258:259
2012-2019_sky_1479	sky	In this sentence "Er egentlig det for mye forlangt? Bak skyene er himmelen alltid blå. Det er i alle fall lov å håpe.", "sky" means in one word :	144:145
2012-2019_sky_4362	sky	In this sentence "Det fins skyer på himmelen.", "sky" means in one word :	72:73
1980-1990_sky_10	sky	In this sentence "Her gir du oss i vin og brød / ditt eget liv, ditt blod og kjød, / og gjennom dette under / forkynner vi din død på ny / inntil du kommer selv i sky / når livets dag tilstunder! 4 Som du stod opp den tredje dag, / du livets førstegrøde, / skal også vi til Guds behag / stå opp til liv av døde. Enhver som eter dette Lam, / har evig salighet i ham, i og døden ser han ikke. Se, vi skal bo i Sions stad!", "sky" means in one word :	446:447
1980-1990_sky_81	sky	In this sentence "Det er en besynderlig tilstand å vaere så knyttet til livet og samtidig så faerdig med det. Jeg har en følelse som om det hele plutselig kunde forsvinne likesom en sky - som om vår og høst, sommer og vinter, hele jorden var et syn! Jeg vil ikke belaere noen, jeg forteller bare hvad der skjer med mig seiv mens jeg søker.", "sky" means in one word :	366:367
2012-2019_sky_519	sky	In this sentence "Skyene spilte i regnbuens farger.", "sky" means in one word :	78:79
2012-2019_sky_1508	sky	In this sentence "Før den tid er publikum og arrangører opptatt av vaerutviklingen de neste dagene. Tirsdagen startet med skyer og regn, men det klarnet opp utover dagen, og det er meldt oppholdsvaer på de store utekonsertene på Romsdalsmuseet onsdag og torsdag.", "sky" means in one word :	289:290
2012-2019_sky_499	sky	In this sentence "- Det er et veldig kupert område og skyene ligger tett ned på fjellet i dag. Det er ingen optimal dag for flyging, sier Hansen til adressa.no.", "sky" means in one word :	187:188
1980-1990_sky_59	sky	In this sentence "Her er intet som ikke er fuldkommen skjønt og fuldkommen ét med sin tanke, den som gjorde det brunt eller gråt eller grønt, den som lot det bli f jeld eller ranke. 137 Og her ligger den ensomme andrik på vakt som den lå her fra tidernes morgen. O så stum og så sky får den likevel sagt at den ligger og venter på våren!", "sky" means in one word :	364:365
1980-1990_sky_20	sky	In this sentence "La ånd fra deg, som sky og ild, / få lede oss den vei du vil.", "sky" means in one word :	106:107
2012-2019_sky_1025	sky	In this sentence "Fra toppen er det utsikt til alle bydeler med unntak av Arna. Forutsatt at ikke skyene kommer og klusser det til, selvfølgelig. Det ser ikke så halvgale ut. Selv om regnet øser ned tirsdag formiddag, er det faktisk mulighet for opplett akkurat idet vi går inn i det nye året. En høytrykksrygg klarer akkurat å skvise seg inn mellom to lavtrykk, og kan sette regnvaeret på vent til rakettoppskytingen er ferdig.", "sky" means in one word :	455:456
1980-1990_sky_95	sky	In this sentence "Nytt får vi stål. Endringen blir gjort i stålbrak, ny sky av damp.", "sky" means in one word :	111:112
1980-1990_sky_113	sky	In this sentence "Der jog en mørk sky over Ove Munks ansikt: «Jeg skulle få min gode Haettenmann med meg,» sa han unnvikende.", "sky" means in one word :	152:153
2012-2019_sky_3373	sky	In this sentence "Det blir mindre vind enn vi har hatt de siste dagene, men ikke så lite at flagget henger rett ned. - Vaeret kunne vaert bedre, men definitivt også mye verre. Bergenserne er vel fornøyd så lenge det ikke er regn, sier Korneliussen. Sludd På Bergens egen «nasjonaldag», 16. mai, blir det pent vaer, før de mørke skyene kommer snikende i løpet av natten. I stedet for å ergre deg over at Sør- og Østlandet blir nasjonaldagens vaervinnere med opp til 18 grader, kan du sende noen varme tanker til Nord-Norge som får en sur feiring i sludd.", "sky" means in one word :	580:581
2012-2019_sky_2503	sky	In this sentence "De mørke skyene lå som et teppe over Roma hele tirsdagen.", "sky" means in one word :	102:103
2012-2019_sky_271	sky	In this sentence "Ellers har Rushdie mange intellektuelle støttespillere, som den utadvendte Harold Pinter og den sky Thomas Pynchon. Blant fiendene er Roald Dahl («den digre, uvennlige branden») og John le Carré («Rushdie er et eksempel på kulturell intoleranse som gir seg ut for å vaere ytringsfrihet»).", "sky" means in one word :	333:334
2012-2019_sky_277	sky	In this sentence "Den kinoaktuelle James Bond-filmen «Skyfall» har blitt rost opp i skyene av anmelderne, og sto for én av de sterkeste åpningshelgene i Norge så langt i år. For tredje gang spiller britiske Daniel Craig (44) den populaere agenten, men dersom han selv hadde fått velge fritt, hadde han ikke vaert å se i denne filmen. Til magasinet Rolling Stone forteller nemlig Craig at han lenge har forsøkt å komme seg bort fra James Bond-rollen.", "sky" means in one word :	476:477
1980-1990_sky_86	sky	In this sentence "Kart ble opptatt i forbindelse med utskiftningsforretning sluttet 14. juli 1925 over en del av inn- og utmarka til Dragvik. Kartet som er inntatt i kartutdraget, kan gi en viss orientering om beliggenheten av noen av de teigene som er nevnt foran. 8 ) Forretningen legges ikke fram da den ikke kan ses å ha interesse for spørsmålet om eiendommens grenser i omtvistede områder i fjellet. Bnr. 16 Veibak ble utskilt fra bnr. 4 ved sky ddelingsf orre tning 18. oktober 1926. 9 ).", "sky" means in one word :	521:522
1980-1990_sky_69	sky	In this sentence "Endnu holder du hånden Endnu holder du hånden, skjønnhet! over jorden, endnu kan gyldne skyer og blussende solnedganger kaste et forsonende skjaer over denne mishandlede klode der ligger i mitt øie som et gnissende sandkorn, som får tårerne til å strømme mot min vilje. Endnu blir ruinen av et landskap til et eventyrland en høstnatt, når havets sorte flate får glans av stjerneskimmeret, og jeg går gjennem dugget gress med et flyktende sølvskjaer om føtterne, mens fullmånen holder det hele i sin hand som en vennlig trollmann. O, endnu kan en sommermorgen overvelde mig med sitt ujordiske flammehav over åser og sjø og skjaer, som synes å kunne brenne all synd og sorg ut av det og forvandle det til et empyreum for guder hevet over forkrenkeligheten.", "sky" means in one word :	799:800
1980-1990_sky_64	sky	In this sentence "Jeg ville stinge ned månen, den gamle edderkopp, som hyller oss inn i sitt drømmespinn av skyer og vind, av skygge og skinn, gyldent måneskinn med sølvhvitt stjernelys vevet inn. Men da jeg kom frem blev jeg satt av vår store moder Natt til å skrive dikt om månen, sålenge den henger i blånen, i himmelblånen, o månen! 205 Skarv, nu er det kveld! Fly til ditt mørke fjell, sett dig under klippehanget og lytt til suset i tanget, dragsugets evige sus som fyller nattens hus.", "sky" means in one word :	518:519
1980-1990_spill_549	spill	In this sentence "Pateren løftet awergende sin velformede hand: «Ti! - Paulatim longius itur. Og blir du ligervis dine brødre Guds forakter på jorden, da husk den evige pines glør,» og han så funklende ned på jomfruen, hvem vin og spill hadde malt sterke roser i kinnene - hvilket i forening med hårets viltre krøller og den grønne silkekjortel gav henne et übehersket, men tillike saert preg; hun stod da også og fingret med sitt belte, så spennen brast «Er De ferdig med Deres tale, kan jeg vel gå,» sa hun trossig; idet hun gjorde mine til å fjerne seg, vendte hun hodet halvt: «Jeg liker bedre å le med riddere enn gråte med munker.» «Vent!» ropte pater Sylfest og stilte seg iveien for henne - «Gudfader og alle helgener vaere din gjenstridige sjel nådig,» bad han beveget, «hvor du spotter Herren, hvor du legger sten til røysen.» Jomfuen trodde å se hans øyne sortne av nidkjaerhet. «Slipp meg frem, kjaere pater,» overtalte hun plutselig og berørte ham lett.", "spill" means in one word :	995:996
2012-2019_spill_22770	spill	In this sentence "Tre sett skuespillere spiller barna i huset, og to sett spiller foreldrene.", "spill" means in one word :	122:123
2012-2019_spill_56563	spill	In this sentence "- Det var ikke veldig enkelt å takke ja. Jeg har aldri vaert med så kort tid før, så det er interessant å se hvordan man kan påvirke garderoben på så få dager. I tillegg er det moderklubben min. Om ikke hadde jeg aldri gjort det, innrømmer han. For mannen med hjertet i klubben er smertelig klar over hva som står på spill når gamleklubben Start venter på motsatt banehalvdel førstkommende lørdag og neste onsdag.", "spill" means in one word :	460:461
1980-1990_spill_599	spill	In this sentence "Samvirkeorganisasjonene blir trukket inn i et spill hvor det er snakk om å tilpasse seg grunnleggende nye rammebetingelser.", "spill" means in one word :	170:171
2012-2019_spill_38032	spill	In this sentence "Derfor er jeg sikker på at de vil klatre igjen, men et nedrykk vil også føre til at spillere gir seg, tror jeg. – Ikke gode nok Kjetil Strand er en annen spiller som hadde en god karriere i Viking.", "spill" means in one word :	244:245
1980-1990_spill_417	spill	In this sentence "En slik løsning er derfor trusselpunktet ved forhandlinger som foregår forut for dannelsen av husholdningen, - og ved oppløsningen av husholdningen; enten oppløsningen skjer som følge av et kooperativt - eller et ikkekooperativt spill.", "spill" means in one word :	282:283
2012-2019_spill_45731	spill	In this sentence "Også på brettet har Carlsens spill variert.", "spill" means in one word :	90:91
2012-2019_spill_40442	spill	In this sentence "– Gjør vi det så blir sluttsummen veldig bra. – Hvordan er det å få vist frem et slik spill som i første omgang? – Det er en kjempegod følelse.", "spill" means in one word :	190:191
2012-2019_spill_35529	spill	In this sentence "Men det så ikke bra da Damien Delaney fant James McArthur etter 66 minutter, spillet var vakkert og avslutningen til midtbanespilleren var utsøkt: 1-1. Men så viste klasse seg til slutt, da alle var slitne. Paul Pogba kom seg løs fra sin opp-passer, slo en blindpasning gjennom til Zlatan Ibrahimovic, som sendte ballen i mål bak Wayne Hennessey - og dermed tre poeng til Manchester United.", "spill" means in one word :	437:438
2012-2019_spill_9390	spill	In this sentence "- Polarcus er et rent spill på kontraktrater.", "spill" means in one word :	92:93
1980-1990_spill_581	spill	In this sentence "Det het her at pressefriheten sto på spill.", "spill" means in one word :	90:91
1980-1990_spill_516	spill	In this sentence "Direkte reklamens spesielle styrke ligger i at den kan innrettes på de forskjellige målgrupper med en meget høy grad av presisjon og følgelig med lite spill.", "spill" means in one word :	204:205
1980-1990_spill_484	spill	In this sentence "Hun vil velge den h K som maksimerer Uk, og hun kjenner mannens responsfunksjon og T M : Optimalt valg av h for gitte verdier på A K , W K og T K maksimerer verdien av U K gitt ved Løsningen er karakterisert ved som gir der m' K =dm (-)/dh K &lt; 0 Spill IV Vi skal se på løsningen av to typer kooperative spill der partenes beste-alternativ er gitt ved U; (*). A. Kooperativ Nash-løsning:", "spill" means in one word :	436:437
2012-2019_spill_27416	spill	In this sentence "— Vi var sjanseløse med ti mann. Rett etterpå kom også 1-0. Vi fikk aldri summet oss eller satt spillet med en mann mindre.", "spill" means in one word :	170:171
2012-2019_spill_1641	spill	In this sentence "Han har tatt flere steg og er blitt bedre i alle spillets faser. Jonas Svensson var også bra som en terrier på midten, mente trener Nordsteien. (©NTB) Ukraina - Norge 1-1 (0-0) 100 tilskuere Mål: 1-0 Mesjija (75), 1-1 Magnar Ødegaard (90). Gult kort:Erlend Robertsen, Norge, Ivan Trubotsjkin, Jurij Jakovenko, Oleksandr Borovik, Ukraina. Norge (4-3-3): Øystein Øretveit (Kristian Bjerke fra 46.) - Henrik Breimyr, Nicolai Naess, Magnar Ødegaard, Kim Skogsrud", "spill" means in one word :	505:506
1980-1990_spill_471	spill	In this sentence "I det følgende skal vi konsentrere oppmerksomheten om virkningene på løsningen av ikke-kooperative spill.", "spill" means in one word :	152:153
1980-1990_spill_42	spill	In this sentence "Massemedia påvirker både hva vi skal mene, og saerlig hva vi skal mene noe om. Massemedia er blitt aktive deltagere i et spill om oppmerksomhet og opplagstall, om meninger og makt.", "spill" means in one word :	227:228
2012-2019_spill_30064	spill	In this sentence "Kanskje vil han få et helt annet perspektiv på kampen nå som han er supporter for en dag? – Det kan hende at jeg får litt mer forståelse for «spill fremover!» – for det er en gjenganger, sier Wangberg.", "spill" means in one word :	248:249
2012-2019_spill_53847	spill	In this sentence "For å redusere faren for misbruk, kan du installere en autentiseringsapp istedet for å bruke to-trinns verifisering på SMS. Appen kan sende deg en kode hver gang du skal logge på for eksempel en e-postkonto eller et spill fra en ny enhet.", "spill" means in one word :	285:286
1980-1990_spill_258	spill	In this sentence "Kontrollen skjer ved revidert regnskap innlevert til ansvarlig instans 3 måneder etter årsavslutning. 7. De statlige spill må fastholde dagens rammer.", "spill" means in one word :	197:198
1980-1990_spill_124	spill	In this sentence "Det kan også gi pressen mer å skrive om. Bl.a. bør den i større grad enn hittil rette søkelyset mot forsømmelser og kritikkverdige forhold innen offentlig administrasjon, naeringsliv og blant private, som gjør at lovbrytere får lett spill.", "spill" means in one word :	286:287
1980-1990_spill_198	spill	In this sentence "Bakgrunnen fra statlige myndigheters side for den generelle gjennomgang av rammebetingelsene både for statlige spill og private lotterier var den sterke ekspansjonen på lotterimarkedet totalt sett i løpet av 1987/88 ved igangsettelse av nye spill, lotteriformer, gevinstyper m.v.", "spill" means in one word :	326:327
1970-2015_stoff_12954	stoff	In this sentence "En opplever det noen ganger som utilfredsstillende å skulle legge fra seg en sak en holder på med for å gjøre andre ting i flere dager. Når en så tar fatt igjen kreves det litt tid før en kommer inn i stoffet igjen. Ferie og fritid var det ikke fastsatt noe spesielt om, og vi følger kommunale kontorers ferier seiv om barnehagen følger skoleferiene.", "stoff" means in one word :	397:398
1970-2015_stoff_2604	stoff	In this sentence "Hvis det i tilknytning til en kjernesmeltning oppstår overtrykk, dampeksplosjoner m.v. som medfører brudd i inneslutningen som omgir reaktortanken, kan store mengder radioaktive stoffer frigjøres til omgivelsene etter at kjernen er smeltet.", "stoff" means in one word :	287:288
1970-2015_stoff_4953	stoff	In this sentence "Samtidig øker tilførselen av eros jonsmateri ale og humus slik at farge, turbiditet og innhold av organisk stoff og naeringssalter øker. Generelt sett har både Imsa og spesielt Atna et saltfattigere og mindre buffret vann enn Glåma. Dette påvirker hovedvassdraget som etter samløpet med Atna får noe lavere verdier for ledningsevne, pH og alkalitet. Fig. 16 Vannføring i Glåma ved Stai vannmerke uttrykt som midlere døgnvannføring. Konsesjonsbetinget minimumsvannføring i sommerperioden er 40 m 3 /s. Dette er markert med stiplet linje i figuren.", "stoff" means in one word :	593:594
1970-2015_stoff_2545	stoff	In this sentence "I utgangspunktet var målet å naerme seg idealet om en lokalsamf unnstilpasset skole ved 1. at elevene skulle gå mer ut i lokalsamfunnet og J) Prosjektgruppen for Lofotprosjektet har bestått av Asle Høgmo og Karl Jan Solstad (prosjektle- dere) og Bjørn Solberg og Tom Tiller (forsk- ningsassistenter). delta i den virksomhet som holder dette sam- funnet oppe, og 2. at lokalt/regionalt stoff og problemstillinger mer systematisk skulle trekkes inn i skolens undervisning.", "stoff" means in one word :	517:518
1929-1965_stoff_822	stoff	In this sentence "En må hjelpe barna til å legge nøye merke til form og farge på det som de skal tegne, så tegningen blir så saklig riktig som mulig. Også denne elevtegning bør vaere så selvstendig som mulig. Den kan vaere reproduserende etter laererens skisser, arbeidshefter eller til innprenting av stoff.", "stoff" means in one word :	337:338
1970-2015_stoff_2433	stoff	In this sentence "Grunnvannshastigheten - og dermed transporttiden for de stoffer som oppløst i vannet følger dette fullstendig, er i tillegg til permeabiliteten også avhengig av det totale volum er åpne, vannførende sprekker (porøsiteten).", "stoff" means in one word :	269:270
1929-1965_stoff_1118	stoff	In this sentence "Til supplering av de i motinnlegget meddelte optysninger angående folkeretten i tidligere tider, skal man i det følgende henvise til endel uttalelser som dels direkte angikk Grønland, dels refererte sig til likeartede tilfeller. I anledning av stridighetene mellem Nederlandene og Kongen av Norge og Danmark i første halvdel av det 18 århundre blev det til bruk for den nederlandske regjering utarbeidet av den nederlandske sendemann i Hamburg, den bekjente rettslerde Jan Jacob Mauricius, flere inngående avhandlinger betitlet «Naleesingen on te strekken tot stoffe voor een Depeche over het Recht, gepreten deerd, bij de Kjoon van Noorwegen op de Noordelijke Eilanden en Landen» (Riksarkivet i Haag).", "stoff" means in one word :	749:750
1970-2015_stoff_6079	stoff	In this sentence "Når teksten i A-2 ikke samtidig inneholder noen tydelig markering og konkretisering av hvordan barnehagen vil sikre at stoff innen de andre fagområdene blir ivaretatt gjennom året, vurderes denne endringen til å vaere svaert mangelfull ut fra rammeplanens krav om en faglig allsidighet.", "stoff" means in one word :	333:334
1929-1965_stoff_1317	stoff	In this sentence "Endr. i forskrifter av 29. mars 1935 om innførsel av gifter og apotekvarer til fabrikanter, håndverkere og viteiiskapelige laboratorier. Metanol. 16. februar. Endr. i forskr. av 2. mai 1930 og 13. mars 1931 om oppbevaring, sending og omsetning av helsefarlige stoffer (rotteutryddelsesmidler).", "stoff" means in one word :	340:341
1970-2015_stoff_10940	stoff	In this sentence "Slike undersøkelser krever høy ekspertise og velutstyrte laboratorier. Utvalget antar at det neppe er aktuelt med systematisk undersøkelse av nye stoffer her i landet, men at slike undersøkelser kan vaere aktuelle for å få bekreftet, eventuelt avkreftet, mistanke til et spesielt stoff.", "stoff" means in one word :	333:334
1929-1965_stoff_1525	stoff	In this sentence "Det «'il si at man i sigevannet skulde finne en lang rekke sa vel baser som svreradikaler,i det hele alle de stoffer som finnes i jorden; men på grunn av Jordens absorbsjon eptrer mange av disse stoffer i sigevar.net i så liten mengde at når det er tale om å anslå tapet, kan en dei settes ut av betraktning. Således pleier ofte f.eks. fosfatjoncne optre bare som spor i sigevannet.", "stoff" means in one word :	429:430
1929-1965_stoff_1584	stoff	In this sentence "Disse stoffer blir da av andre bakterier angrepet og videre omdannet.", "stoff" means in one word :	116:117
1929-1965_stoff_1389	stoff	In this sentence "Laereren kan også ordne stoffet i biologiske grupper: planter og dyr i skogen, planter og dyr på enga osv., og i alle tilfelle må han vise elevene hvorledes planter og dyr lever sammen på de ymse steder, og er avhengige av hverandre og av forholdene ellers i naturen.", "stoff" means in one word :	314:315
1929-1965_stoff_781	stoff	In this sentence "De må derfor laere noen av de alminneligste karttegn (kartografiske uttrykksmidler), således også de viktigste av de karttegn som nyttes på Norges geografiske Oppmålings rektangel- og gradavdelingskart, og de skal få noen rettleiing i å nytte et slikt kart i terrenget. Elevene skal også kunne skaffe seg geografiske opplysninger og kunnskaper fra vanlige handbøker og andre hjelpemidler. 3. Elevene må ha noe kjennskap til de viktigste deler av den fysiske og matematiske geografi (jordas plass i solsystemet, dag og natt, årstider, soner, ymse slag vaerlag osv.), de ulike livsvilkår på jorda og hovedårsakene til dem. 4. Noe kjennskap til de enkelte land, saerlig Norge og de land Norge har mest samkvem med. Om laering av navn og tall — se avsnittet Rettleiing p. I.» Der det høver, er minstekravene (d. e. det stoff som alle skoler skal gjennomgå) satt med kursiv i arbeidsplanen for klassene, men ellers må minstekravene i sine enkeltheter saerskilt formes ut i de bøker og andre hjelpemidler som blir godkjent til bruk i skolen.", "stoff" means in one word :	1082:1083
1970-2015_stoff_3262	stoff	In this sentence "Mange av de stoffene som står oppført i EU v s tilsetningsstoffdirektiver ville vaert tillatt i Norge dersom noen hadde søkt om slik tillatelse.", "stoff" means in one word :	191:192
1929-1965_stoff_1443	stoff	In this sentence "Dette vil fremgå av merkene (b, bu, osv.) og av notene bøkene'har fått. Det er også laget henvisninger til skjønnlitteraere bøker som inneholder stoff av faglig verdi. Dewey's desimalsystem som fagbøkene er ordnet etter, er det gitt en oversikt over på side VI. Foruten Dewey-nummer har fagbøkene også Cutter-nummer, dvs. nummer etter forfatterens navn (se naermere forklaring side VI).", "stoff" means in one word :	433:434
1970-2015_stoff_10652	stoff	In this sentence "Inf ormasjonstjenesten vil således vaere rettet både mot naeringen og forvaltningen, både med stoff av generell interesse og med stoff mot avgrensede sektorer og enkeltledd innen naering og forvaltning. NFFR-utvalget peker også på at fiskeriforskningsrådets behov, isolert sett, utgjør bare en del av naeringens totale behov om informasjonsformidling fra forskning og administrasjon, og utvalget finner det derfor uriktig å gå inn for oppbygging av omf attende egne ordninger.", "stoff" means in one word :	523:524
1970-2015_stoff_6542	stoff	In this sentence "På grunnlag av det stoffet som i følge planen skal gjennom gås, kan elevene f. eks. vaere med å bestemme rekkefølgen av emnene, eventuelt hvor lang tid klassen bør bruke på de enkelte emner. I flere f eg kan det også vaere aktuelt å trekke inn nye emner etter elevenes spesielle onsker.", "stoff" means in one word :	333:334
